iter	RMSE
256	23.52276629
257	23.49924787
258	23.47331721
259	23.46061898
260	23.44860636
261	23.43281026
262	23.40487344
263	23.38511689
264	23.3590555
265	23.31886334
266	23.29760176
267	23.26678084
268	23.24912628
269	23.21775104
270	23.19117712
271	23.18393621
272	23.15291975
273	23.12959292
274	23.09842831
275	23.07158926
276	23.05273228
277	23.03147406
278	23.01340436
279	22.98710057
280	22.97110749
281	22.95073765
282	22.92200944
283	22.91002845
284	22.87060614
285	22.85170808
286	22.82996224
287	22.80425731
288	22.79075051
289	22.77527701
290	22.74860995
291	22.72557925
292	22.69675945
293	22.67984934
294	22.66265418
295	22.64071359
296	22.6168484
297	22.60905787
298	22.5890092
299	22.53567063
300	22.5061292
301	22.48759056
302	22.46468074
303	22.42433254
304	22.39470979
305	22.37436052
306	22.35678671
307	22.34430986
308	22.31910424
309	22.31111347
310	22.29321739
311	22.27712911
312	22.26019927
313	22.23521391
314	22.21642871
315	22.19865849
316	22.18119432
317	22.16664078
318	22.14833798
319	22.12929848
320	22.11443331
321	22.09483766
322	22.0752809
323	22.03913813
324	22.01985963
325	22.00142667
326	21.98863398
327	21.97667201
328	21.96550508
329	21.93871053
330	21.89164147
331	21.88052032
332	21.85867434
333	21.83910597
334	21.81697416
335	21.80708112
336	21.78552332
337	21.76084434
338	21.73640642
339	21.71756065
340	21.69998169
341	21.68516897
342	21.65891253
343	21.63779639
344	21.61743823
345	21.60371873
346	21.59005622
347	21.5740416
348	21.56191833
349	21.54251765
350	21.51980766
351	21.50185608
352	21.4850104
353	21.46082584
354	21.43372881
355	21.41405629
356	21.39751497
357	21.3730057
358	21.33203266
359	21.30502238
360	21.27537294
361	21.25388756
362	21.23832678
363	21.23221359
364	21.21630686
365	21.2010883
366	21.18242212
367	21.16446124
368	21.14222332
369	21.12323182
370	21.10187742
371	21.0916025
372	21.08294602
373	21.06070624
374	21.0471091
375	21.02892718
376	21.01337816
377	20.99883749
378	20.98294268
379	20.96359695
380	20.95167669
381	20.93402821
382	20.91340933
383	20.89744464
384	20.88149489
385	20.87074544
386	20.84692208
387	20.83776236
388	20.81587212
389	20.78487548
390	20.75416274
391	20.73645439
392	20.71423296
393	20.69939795
394	20.68141442
395	20.66277515
396	20.64939046
397	20.63913908
398	20.62233274
399	20.60713384
400	20.58104028
401	20.56855325
402	20.55113092
403	20.537507
404	20.52199513
405	20.50920205
406	20.48502207
407	20.44814638
408	20.42666813
409	20.40615891
410	20.38727933
411	20.37066007
412	20.35641365
413	20.34837024
414	20.32378621
415	20.30980634
416	20.29374232
417	20.27926218
418	20.26454337
419	20.24224812
420	20.23404854
421	20.21039557
422	20.20092284
423	20.17539826
424	20.15341245
425	20.14446046
426	20.12443632
427	20.10231807
428	20.07661583
429	20.05920478
430	20.0373597
431	20.02958925
432	20.01782546
433	19.99335243
434	19.97813994
435	19.9668168
436	19.96151052
437	19.94611397
438	19.93454619
439	19.93005025
440	19.90869005
441	19.90054442
442	19.88433737
443	19.87363581
444	19.86126556
445	19.84700099
446	19.83356784
447	19.81907561
448	19.80272373
449	19.77476912
450	19.75528546
451	19.74179105
452	19.72267404
453	19.70908045
454	19.69654928
455	19.67320762
456	19.6566249
457	19.6309524
458	19.61766058
459	19.60161456
460	19.58279234
461	19.55309547
462	19.53946604
463	19.51249288
464	19.49512595
465	19.48470409
466	19.47508241
467	19.45420322
468	19.43105344
469	19.42236158
470	19.39506812
471	19.38389183
472	19.36388543
473	19.3457589
474	19.32571887
475	19.30717671
476	19.29688823
477	19.27274181
478	19.247777
479	19.24247121
480	19.23078256
481	19.21404927
482	19.20542916
483	19.19668933
484	19.17966872
485	19.17265461
486	19.15921716
487	19.14154407
488	19.12817906
489	19.11848106
490	19.10254037
491	19.09214526
492	19.083354
493	19.07685986
494	19.06760763
495	19.05596258
496	19.0431428
497	19.02903921
498	19.01784821
499	19.00525859
500	18.99557888
501	18.98280569
502	18.96383701
503	18.95033961
504	18.92692632
505	18.91496652
506	18.88608279
507	18.87235266
508	18.86093384
509	18.84321279
510	18.82906883
511	18.80905271
512	18.79610365
513	18.78482407
514	18.77316361
515	18.75099961
516	18.73903148
517	18.7299288
518	18.71984423
519	18.70662196
520	18.70381332
521	18.69305213
522	18.68098664
523	18.67414574
524	18.65519736
525	18.64248467
526	18.62959261
527	18.61708919
528	18.60293772
529	18.59521259
530	18.58576125
531	18.57775755
532	18.5676132
533	18.55519021
534	18.53661067
535	18.53100412
536	18.50842665
537	18.48798474
538	18.46759561
539	18.4541167
540	18.44341431
541	18.43411616
542	18.41601277
543	18.40858644
544	18.40144778
545	18.39447123
546	18.37959933
547	18.35929688
548	18.35064834
549	18.33907328
550	18.33218919
551	18.32448808
552	18.31620562
553	18.30533666
554	18.29722393
555	18.27786381
556	18.25837948
557	18.24861674
558	18.23189367
559	18.22525918
560	18.21313168
561	18.19748086
562	18.1796559
563	18.16375066
564	18.15299035
565	18.14340184
566	18.13269161
567	18.11908644
568	18.11116756
569	18.10061117
570	18.09097098
571	18.07627533
572	18.07032529
573	18.05583093
574	18.04656772
575	18.03582762
576	18.01802721
577	18.01051011
578	18.00020135
579	17.99447986
580	17.98127258
581	17.96006264
582	17.95029297
583	17.94503025
584	17.93935674
585	17.92964729
586	17.91661185
587	17.90777427
588	17.90080463
589	17.88751091
590	17.8777711
591	17.86397292
592	17.85114347
593	17.84270215
594	17.8323782
595	17.82193073
596	17.80725119
597	17.79077727
598	17.77748339
599	17.75790422
600	17.74907335
601	17.74322437
602	17.71994215
603	17.71219501
604	17.69887126
605	17.69182391
606	17.67701098
607	17.66428634
608	17.65474966
609	17.63625601
610	17.62634988
611	17.61699358
612	17.61045976
613	17.59230698
614	17.5838689
615	17.5725835
616	17.55532084
617	17.54421662
618	17.53580664
619	17.52571589
620	17.51776782
621	17.50650231
622	17.49940254
623	17.49058566
624	17.48327078
625	17.47681375
626	17.46900021
627	17.46358805
628	17.45346545
629	17.44671163
630	17.4318758
631	17.4159143
632	17.3993164
633	17.39063676
634	17.38459848
635	17.37953599
636	17.37392072
637	17.36211256
638	17.34499502
639	17.33425619
640	17.31914838
641	17.30753781
642	17.30316112
643	17.29624889
644	17.28320654
645	17.2707281
646	17.26078272
647	17.24308543
648	17.23323261
649	17.22842125
650	17.22123929
651	17.21399549
652	17.19666875
653	17.19244529
654	17.18427793
655	17.17392807
656	17.16551216
657	17.15672106
658	17.13955584
659	17.12729044
660	17.11313687
661	17.10850799
662	17.09963079
663	17.08512978
664	17.07567212
665	17.0623091
666	17.04501774
667	17.03399946
668	17.02737983
669	17.01308807
670	17.00089173
671	16.98685473
672	16.97022711
673	16.95539567
674	16.9509594
675	16.939337
676	16.9244458
677	16.91800771
678	16.9073063
679	16.89026705
680	16.87397837
681	16.8612193
682	16.84892541
683	16.84118364
684	16.82597935
685	16.81812813
686	16.80215414
687	16.79218362
688	16.78304806
689	16.77882909
690	16.76812295
691	16.75981747
692	16.74926001
693	16.7350067
694	16.72013824
695	16.69970108
696	16.68737824
697	16.68324628
698	16.67039831
699	16.65704239
700	16.64899367
701	16.63669382
702	16.62940239
703	16.62079845
704	16.61677852
705	16.60302682
706	16.59141242
707	16.58577356
708	16.58186688
709	16.56833059
710	16.55444577
711	16.54694778
712	16.53975303
713	16.53037955
714	16.52265204
715	16.5174682
716	16.50244971
717	16.4983439
718	16.49461015
719	16.48261771
720	16.46902503
721	16.46292828
722	16.45346227
723	16.44787468
724	16.44220511
725	16.42957249
726	16.42356193
727	16.41792384
728	16.41424709
729	16.40455805
730	16.39688463
731	16.3907593
732	16.37962381
733	16.3704132
734	16.36060386
735	16.349411
736	16.34229446
737	16.32816204
738	16.32326742
739	16.31456646
740	16.30598469
741	16.29317389
742	16.28648692
743	16.27825619
744	16.2674808
745	16.26076285
746	16.25491537
747	16.24927079
748	16.24149818
749	16.22389123
750	16.21324164
751	16.20339564
752	16.1895501
753	16.18103881
754	16.17645247
755	16.16609147
756	16.15841183
757	16.14963422
758	16.13562085
759	16.1206233
760	16.11518432
761	16.10135384
762	16.09033511
763	16.07880772
764	16.06605252
765	16.05666287
766	16.04162353
767	16.03602648
768	16.03014326
769	16.02034127
770	16.01489894
771	16.00797296
772	16.00117511
773	15.99267081
774	15.98682796
775	15.97714887
776	15.96412473
777	15.958242
778	15.94813247
779	15.94505484
780	15.93862426
781	15.9324508
782	15.92754698
783	15.92407863
784	15.91848569
785	15.90534902
786	15.88883682
787	15.87695003
788	15.87015475
789	15.86557161
790	15.85749644
791	15.84542775
792	15.83677525
793	15.81940789
794	15.80598968
795	15.79827686
796	15.78436968
797	15.769219
798	15.75380611
799	15.74487552
800	15.72701061
801	15.71956206
802	15.70803564
803	15.69670283
804	15.6856924
805	15.68023597
806	15.67181655
807	15.6547433
808	15.65089263
809	15.63806207
810	15.62515511
811	15.62049669
812	15.61446463
813	15.60207944
814	15.59505206
815	15.58745555
816	15.57667924
817	15.56457959
818	15.55715144
819	15.55226264
820	15.53331645
821	15.52550106
822	15.51344576
823	15.50638318
824	15.496817
825	15.48998833
826	15.48069841
827	15.47385084
828	15.46273377
829	15.45015661
830	15.44531589
831	15.43625651
832	15.42772038
833	15.41888502
834	15.4141404
835	15.3999285
836	15.39661905
837	15.39040058
838	15.38194418
839	15.37438486
840	15.36660535
841	15.35634809
842	15.34242166
843	15.33653892
844	15.32815267
845	15.31721317
846	15.30650185
847	15.30376423
848	15.29364418
849	15.28486697
850	15.27664236
851	15.27449758
852	15.25977705
853	15.25222616
854	15.24301688
855	15.23547044
856	15.23067483
857	15.21935424
858	15.20402604
859	15.18728867
860	15.17992808
861	15.17375508
862	15.16453642
863	15.16102871
864	15.14978823
865	15.14074635
866	15.13305315
867	15.12243121
868	15.11700816
869	15.11073481
870	15.10087794
871	15.09011389
872	15.08452506
873	15.08042482
874	15.07493672
875	15.06835915
876	15.06156742
877	15.05660451
878	15.04067073
879	15.03494421
880	15.03137222
881	15.01643073
882	15.01062703
883	15.00473941
884	14.99999863
885	14.99459955
886	14.98791699
887	14.98360943
888	14.96770977
889	14.95999772
890	14.95059224
891	14.93735377
892	14.93252942
893	14.91909987
894	14.90504155
895	14.89785984
896	14.88910127
897	14.87862038
898	14.8644769
899	14.85740451
900	14.84970197
901	14.83428801
902	14.82324708
903	14.8169471
904	14.80734075
905	14.80120878
906	14.79232634
907	14.7866937
908	14.77515021
909	14.76745454
910	14.75680562
911	14.75100212
912	14.74051112
913	14.72933774
914	14.7218727
915	14.71665687
916	14.70815273
917	14.70133621
918	14.69648183
919	14.68939817
920	14.67799877
921	14.6715807
922	14.6667827
923	14.64725784
924	14.63318749
925	14.62530763
926	14.61443621
927	14.60357413
928	14.59738985
929	14.58769683
930	14.58194168
931	14.5762819
932	14.56876249
933	14.56413588
934	14.5472654
935	14.54220931
936	14.52960055
937	14.52046683
938	14.50845527
939	14.50272281
940	14.48955611
941	14.48439909
942	14.47304829
943	14.47069011
944	14.46194424
945	14.45546686
946	14.44964353
947	14.44281154
948	14.42854327
949	14.41999687
950	14.41011937
951	14.40368214
952	14.39764669
953	14.38959684
954	14.38622236
955	14.37196112
956	14.36531983
957	14.35908222
958	14.3517089
959	14.34860411
960	14.34157224
961	14.33669021
962	14.32460223
963	14.31640285
964	14.30501226
965	14.30007429
966	14.29479641
967	14.28983986
968	14.28519274
969	14.28053098
970	14.27162594
971	14.26720717
972	14.2591945
973	14.25484626
974	14.24666589
975	14.23387618
976	14.22952877
977	14.2186889
978	14.21258121
979	14.2028786
980	14.18997563
981	14.18541147
982	14.18115579
983	14.17701583
984	14.17304722
985	14.17016095
986	14.1611002
987	14.15738114
988	14.14376114
989	14.14016794
990	14.12850465
991	14.12451633
992	14.11671332
993	14.11290785
994	14.11001242
995	14.10458332
996	14.09386684
997	14.08664685
998	14.07817564
999	14.07336325
